name,node_id,zone_id,node_type,control_type,x_coord,y_coord,geometry
G56杭瑞高速与杭州第二绕城高速出口路口-西南向东北-17375,37,,1,0,120.0395706640625,30.24023175390625,POINT(120.0395706640625 30.24023175390625)
G56杭瑞高速与杭州第二绕城高速出口路口-西南向东北-15675,38,,1,0,120.02214850000001,30.237525765625,POINT(120.02214850000001 30.237525765625)
G56杭瑞高速与杭州第二绕城高速出口路口-西南向东北-15775,39,,1,0,120.023176625,30.23768530859375,POINT(120.023176625 30.23768530859375)
G56杭瑞高速与杭州第二绕城高速出口路口-西南向东北-15875,40,,1,0,120.02419381249999,30.237843154296876,POINT(120.02419381249999 30.237843154296876)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-12648,41,,1,0,120.02959437499999,30.340095,POINT(120.02959437499999 30.340095)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13048,42,,1,0,120.033758484375,30.33992184375,POINT(120.033758484375 30.33992184375)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-12748,43,,1,0,120.03063621874999,30.340065171874997,POINT(120.03063621874999 30.340065171874997)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-12848,44,,1,0,120.0316791875,30.340025000000004,POINT(120.0316791875 30.340025000000004)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-12948,45,,1,0,120.03271968749999,30.339976999999998,POINT(120.03271968749999 30.339976999999998)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13848,46,,1,0,120.04206718750001,30.339329734375,POINT(120.04206718750001 30.339329734375)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13948,47,,1,0,120.043096,30.339244,POINT(120.043096 30.339244)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13148,48,,1,0,120.03479725781251,30.339854578125006,POINT(120.03479725781251 30.339854578125006)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13248,49,,1,0,120.03583828125001,30.3397845,POINT(120.03583828125001 30.3397845)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13348,50,,1,0,120.03686990625,30.339707312499996,POINT(120.03686990625 30.339707312499996)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13448,51,,1,0,120.037907015625,30.33962528125,POINT(120.037907015625 30.33962528125)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13548,52,,1,0,120.03894344921875,30.339549207031254,POINT(120.03894344921875 30.339549207031254)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-13648,53,,1,0,120.03998410937501,30.339478015625,POINT(120.03998410937501 30.339478015625)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-11048,54,,1,0,120.01295266796876,30.339418515625,POINT(120.01295266796876 30.339418515625)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-11148,55,,1,0,120.01398527929686,30.339498601562497,POINT(120.01398527929686 30.339498601562497)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-11248,56,,1,0,120.01502889062499,30.3395785,POINT(120.01502889062499 30.3395785)
S14杭长(宜)高速与杭州第二绕城高速出口路口-西南向东北-11348,57,,1,0,120.01606510156249,30.339655843749995,POINT(120.01606510156249 30.339655843749995)
