link_id,from_node_id,to_node_id,time_period,volume,CA,CD,density,queue,travel_time,waiting_time_in_sec,speed,notes
33,34,2,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0803:00_0804:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0804:00_0805:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0805:00_0806:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0806:00_0807:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0807:00_0808:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0808:00_0809:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0809:00_0810:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0810:00_0811:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0811:00_0812:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0812:00_0813:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0813:00_0814:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0814:00_0815:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0815:00_0816:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0816:00_0817:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0817:00_0818:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0818:00_0819:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0819:00_0820:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0820:00_0821:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0821:00_0822:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0822:00_0823:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0823:00_0824:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0824:00_0825:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0825:00_0826:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0826:00_0827:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0827:00_0828:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0828:00_0829:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0829:00_0830:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0830:00_0831:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0831:00_0832:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0832:00_0833:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0833:00_0834:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0834:00_0835:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0835:00_0836:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0836:00_0837:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0837:00_0838:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0838:00_0839:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0839:00_0840:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0840:00_0841:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0841:00_0842:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0842:00_0843:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0843:00_0844:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0844:00_0845:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0845:00_0846:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0846:00_0847:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0847:00_0848:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0848:00_0849:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0849:00_0850:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0850:00_0851:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0851:00_0852:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0852:00_0853:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0853:00_0854:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0854:00_0855:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0855:00_0856:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0856:00_0857:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0857:00_0858:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0858:00_0859:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
33,34,2,0859:00_0900:00,0.000,0.000,0.000,0.000,0.000,3.000,0.000,40.000,simulation-based
34,33,35,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0711:00_0712:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0712:00_0713:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0713:00_0714:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0714:00_0715:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0715:00_0716:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0716:00_0717:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0717:00_0718:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0718:00_0719:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0719:00_0720:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0720:00_0721:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0721:00_0722:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0722:00_0723:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0723:00_0724:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0724:00_0725:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0725:00_0726:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0731:00_0732:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0750:00_0751:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0751:00_0752:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0752:00_0753:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0753:00_0754:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0754:00_0755:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0755:00_0756:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0756:00_0757:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0757:00_0758:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0758:00_0759:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0759:00_0800:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0800:00_0801:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0801:00_0802:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0803:00_0804:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0804:00_0805:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0805:00_0806:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0806:00_0807:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0807:00_0808:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0808:00_0809:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0809:00_0810:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0810:00_0811:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0811:00_0812:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0812:00_0813:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0813:00_0814:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0814:00_0815:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0815:00_0816:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0816:00_0817:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0817:00_0818:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0818:00_0819:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0819:00_0820:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0820:00_0821:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0821:00_0822:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0822:00_0823:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0823:00_0824:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0824:00_0825:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0825:00_0826:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0826:00_0827:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0827:00_0828:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0828:00_0829:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0829:00_0830:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0830:00_0831:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0831:00_0832:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0832:00_0833:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0833:00_0834:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0834:00_0835:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0835:00_0836:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0836:00_0837:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0837:00_0838:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0838:00_0839:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0839:00_0840:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0840:00_0841:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0841:00_0842:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0842:00_0843:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0843:00_0844:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0844:00_0845:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0845:00_0846:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0846:00_0847:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0847:00_0848:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0848:00_0849:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0849:00_0850:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0850:00_0851:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0851:00_0852:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0852:00_0853:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0853:00_0854:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0854:00_0855:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0855:00_0856:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0856:00_0857:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0857:00_0858:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0858:00_0859:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
34,33,35,0859:00_0900:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0711:00_0712:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0712:00_0713:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0713:00_0714:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0714:00_0715:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0715:00_0716:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0716:00_0717:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0717:00_0718:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0718:00_0719:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0719:00_0720:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0720:00_0721:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0721:00_0722:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0722:00_0723:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0723:00_0724:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0724:00_0725:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0725:00_0726:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0731:00_0732:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0750:00_0751:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0751:00_0752:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0752:00_0753:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0753:00_0754:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0754:00_0755:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0755:00_0756:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0756:00_0757:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0757:00_0758:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0758:00_0759:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0759:00_0800:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0800:00_0801:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0801:00_0802:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0803:00_0804:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0804:00_0805:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0805:00_0806:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0806:00_0807:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0807:00_0808:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0808:00_0809:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0809:00_0810:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0810:00_0811:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0811:00_0812:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0812:00_0813:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0813:00_0814:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0814:00_0815:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0815:00_0816:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0816:00_0817:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0817:00_0818:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0818:00_0819:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
35,35,34,0819:00_0820:00,0.000,0.000,0.000,0.000,0.000,1.500,0.000,40.000,simulation-based
