link_id,from_node_id,to_node_id,date,FT,AT,assignment_period,period_volume,period_mean_hourly_volume_per_lane,period_mean_daily_speed,period_mean_density,t0,t3,demand,average_discharge_rate,peak_hour_factor,congestion_duration,congestion_period_mean_speed,period_peak_hour_factor,ultimate_capacity,period_capacity,period_demand_over_capacity,hourly_demand_over_capacity,period_mean_volume,period_mean_speed,alpha,beta,VDF_TYPE,daily_alpha,daily_beta
78,3,4,1/28/2016,7,1,0900_1400,547.0,109.4,71.05000000050002,1.5436297358930369,0,0,120.0,72.0,3.1802325581395348,0.0,69.58333333499999,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.3914512891043013,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/29/2016,7,1,0900_1400,679.0,135.8,72.716666667,1.8707553625191355,0,0,76.0,92.0,2.65234375,0.0,72.9166666675,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.2479191497660575,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/3/2016,7,1,0900_1400,309.0,61.8,72.19999999849999,0.8605286675057687,0,0,78.0,40.0,2.4919354838709675,0.0,70.1666666675,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.2544433379177959,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/30/2016,7,1,0900_1400,416.0,83.2,72.75,1.1405844711212907,0,0,40.0,40.0,2.810810810810811,0.0,70.0,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.1304837630347671,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/31/2016,7,1,0900_1400,331.0,66.2,73.45833333350001,0.9024749734706063,0,0,71.0,24.0,2.853448275862069,0.0,73.0,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.23160867938671162,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/4/2016,7,1,0900_1400,436.0,87.2,70.7000000005,1.24980934665504,0,0,110.0,32.0,3.1142857142857143,0.0,63.833333335000006,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.35883034834560956,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/5/2016,7,1,0900_1400,451.0,90.2,68.616666667,1.308469618053907,0,0,84.0,72.0,2.5055555555555555,0.0,60.0,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.27401590237301093,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/6/2016,7,1,0900_1400,531.0,106.2,73.383333333,1.4451406271746978,0,0,71.0,68.0,2.655,0.0,71.8333333325,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.23160867938671162,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/7/2016,7,1,0900_1400,389.0,77.8,67.900000001,1.1265076216758798,0,0,53.0,84.0,2.3719512195121952,0.0,63.541666667499996,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.17289098602106642,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/8/2016,7,1,0900_1400,558.0,111.6,72.7,1.534070533149999,0,0,61.0,48.0,2.536363636363636,0.0,72.0833333325,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.19898773862801986,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,1/9/2016,7,1,0900_1400,335.0,67.0,73.4833333325,0.9132280006110178,0,0,64.0,20.0,3.1018518518518516,0.0,72.3333333325,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.20877402085562738,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
78,3,4,2/1/2016,7,1,0900_1400,530.0,106.0,74.26666666700001,1.4297938116902729,0,0,99.0,80.0,3.0813953488372094,0.0,73.55555555666666,2.78124212783574,306.5515514703702,852.5940893027998,0.5558897039148317,0.3229473135110486,473.94827586206895,72.48899916815775,0.79,4.72,107,0.71,5.06
